Spcode	Cover
SONCHUS	1
TRIPRA	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	2
ACHMIL	1
ACHMIL	1.5
ARRELA	1
ARRELA	1.5
ARRELA	1
ARRELA	1
BROERE	2
BROERE	2
BROERE	1
BROERE	1.5
CONARV	1.5
CONARV	1.5
CONARV	0.5
CONARV	1
CONARV	1.5
CONARV	0.5
DACGLO	1.5
DACGLO	2
DACGLO	1
DACGLO	1.5
DACGLO	1.5
DACGLO	1
DAUCAR	1
DAUCAR	3.5
DAUCAR	0.5
DAUCAR	2
ELYREP	1
GALVER	2
GALVER	1
GALVER	2
GALVER	1.5
GALVER	1.5
GALVER	2.5
GALVER	1.5
GALVER	2
LOLPER	1
LOLPER	1
LOTCOR	2.5
LOTCOR	2
LOTCOR	2
LOTCOR	1.5
MEDAR	0.5
PLALAN	2
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	3.5
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	0.5
POAANG	1
POATRI	1
RUMACE	1
RUMACE	1
SALPRA	0.5
SALPRA	1.5
SALPRA	1
SONCHUS	1
TRIPRA	0.5
TRIPRA	2.5
TRIREP	0.5
ARRELA	2.5
ARRELA	1
BROERE	5
BROERE	3.5
BROERE	1
BROERE	1
BROERE	2
BROERE	3
CONARV	1
CONARV	1
CRESp	1
DACGLO	1.5
DACGLO	1
DACGLO	1
DACGLO	3
DACGLO	2
DACGLO	1
DAUCAR	0.5
GALVER	0.5
GALVER	1
GALVER	1.5
GALVER	1.5
GALVER	2
GALVER	1
GALVER	2.5
GALVER	1.5
GALVER	1
LOLPER	1
PICHIE	2
PLALAN	2
PLALAN	3
PLALAN	1
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
SONCHUS	0.5
TRIPRA	0.5
TRIPRA	1
TRIPRA	2
TRIPRA	2
TRIPRA	2.5
ARRELA	1.5
ARRELA	3
ARRELA	1.5
BROERE	1
BROERE	3
BROERE	1
BROERE	3
BROERE	2
BROERE	2
BROERE	0.5
BROMOL	1
BROMOL	1
CENJAC	1
CENJAC	1
CONARV	1
CONARV	1
CONARV	1
CRESp	1
CRESp	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	1.5
DACGLO	3
DAUCAR	0.5
DAUCAR	3
DAUCAR	1
FESRUB	0.5
GALVER	1
GALVER	1
GALVER	1
GALVER	2
GALVER	1
GALVER	2
GALVER	1
PLALAN	3.5
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
RUMACE	0.5
SALPRA	0.5
SALPRA	2
SALPRA	1
SALPRA	1
SALPRA	2
SONCHUS	1
TAROFF	1
TRIPRA	1
TRIPRA	1
TRIPRA	2
TRIPRA	0.5
ARRELA	3
ARRELA	2.5
ARRELA	2
ARRELA	1.5
ARRELA	0.5
BROMOL	1
CENJAC	1
CENJAC	1
CONARV	1
CONARV	0.5
CONARV	0.5
DACGLO	1
DACGLO	1.5
DACGLO	1
DAUCAR	1.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
ELYREP	1
ERYNGE	1
ERYNGE	0.5
ERYNGE	0.5
ERYNGE	0.5
ERYNGE	2
ERYNGE	1
ERYNGE	0.5
GALVER	1
GALVER	0.5
GALVER	1
GALVER	1.5
GALVER	0.5
GALVER	1.5
GALVER	2
GALVER	2
GERROT	0.5
LOLPER	1
LOLPER	2
LOLPER	1.5
LOLPER	1
LOLPER	1
LOLPER	1
MEDAR	0.5
PICECH	0.5
PLALAN	0.5
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1.5
POAANG	1
POAANG	2.5
POAANG	1
POAANG	1
POAANG	1.5
POAANG	1.5
RUBFRU	2
RUMACE	0.5
SALPRA	0.5
SALPRA	1
SONCHUS	0.5
SONCHUS	1.5
SONCHUS	1
SONCHUS	1
TRIPRA	2
TRIPRA	1
TRIPRA	1.5
TRIPRA	1
TRIPRA	0.5
TRIPRA	1
TRIPRA	0.5
ARRELA	3
ARRELA	1
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	1
BROERE	2.5
BROERE	2
BROERE	2
CONARV	1
CONARV	1
CONARV	1
CONARV	0.5
CONARV	1
CONARV	1
CONARV	1
CONARV	1
CRESp	1
DACGLO	3.5
DACGLO	3
DACGLO	3
DACGLO	2.5
DACGLO	2
DAUCAR	0.5
ERYNGE	1
ERYNGE	2.5
FESARU	2
FESARU	2
FESARU	2
FESARU	1
FESARU	3
LOLPER	2
PICHIE	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	3.5
POAANG	2
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
RUMACE	1
RUMACE	1.5
TAROFF	1
TAROFF	1.5
TAROFF	1
TAROFF	2
TRIREP	1
VERBOF	1
VICSAT	1
VICSAT	1
ARRELA	1.5
ARRELA	1
BROERE	2.5
BROERE	1.5
BROERE	3
BROERE	3
BROERE	1
BROERE	3
BROERE	5
CENJAC	3.5
CENJAC	2
DACGLO	1
DACGLO	2
DACGLO	0.5
DACGLO	1.5
DACGLO	1
DACGLO	2.5
DAUCAR	2.5
DAUCAR	5
DAUCAR	0.5
DAUCAR	0.5
GALVER	0.5
GALVER	1.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1.5
GALVER	1
GALVER	1.5
GERROT	1
LOLPER	1.5
LOLPER	2
PLALAN	0.5
PLALAN	0.5
PLALAN	1
PLALAN	2
PLALAN	0.5
POAANG	1
POAANG	0.5
POAPRA	1
POATRI	1
RUMACE	0.5
SONCHUS	0.5
TRIPRA	1
TRIPRA	2
TRIPRA	1
TRIPRA	2
ACHMIL	2
ACHMIL	1
ACHMIL	1.5
ACHMIL	1
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	1
ARRELA	1
ARRELA	1
BROERE	1
BROERE	1
BROMOL	1
CONARV	1.5
CONARV	2
CONARV	1
CONARV	1.5
CONARV	1.5
CONARV	1
CONARV	1
CONARV	1
DACGLO	1.5
DACGLO	1.5
DACGLO	1
DACGLO	0.5
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	0.5
ERYNGE	0.5
ERYNGE	1
ERYNGE	1
FESARU	1
LOLPER	1
LOLPER	1
LOLPER	1
LOLPER	1
LOLPER	1.5
LOLPER	1
MEDAR	1
PICHIE	1
PLALAN	2.5
PLALAN	2
PLALAN	1.5
PLALAN	4
POAANG	1
POAPRA	1
POATRI	1
POATRI	0.5
RANACR	1
RANACR	1
RANACR	0.5
RANACR	1
RANACR	0.5
SALPRA	1.5
SONCHUS	1
TRIPRA	1
TRIPRA	2
TRIPRA	1
ARRELA	2
BROERE	1
BROERE	4
BROERE	2
BROERE	4
BROERE	1
BROERE	3
BROERE	4
BROERE	3
BROERE	3
CENJAC	1
CONARV	1
CRESp	1
CRESp	0.5
CRESp	0.5
DAUCAR	0.5
DAUCAR	1
ERYNGE	3
ERYNGE	2
PICHIE	0.5
PICHIE	4
POAANG	1.5
POAANG	0.5
POAANG	1
RUMACE	1
RUMACE	0.5
SONCHUS	0.5
TAROFF	0.5
TAROFF	1
TRIPRA	0.5
TRIPRA	0.5
TRIPRA	1.5
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	1
ARRELA	1.5
BROERE	1
BROERE	3.5
BROERE	1
BROERE	1
BROERE	3.5
BROERE	1.5
CENJAC	1
CENJAC	1
CENJAC	2
DACGLO	2.5
DACGLO	1
DACGLO	2
DACGLO	0.5
DACGLO	1
DACGLO	2
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
FESRUB	2
FESRUB	2
FESRUB	1
FESRUB	0.5
FESRUB	0.5
GALVER	2
GALVER	1.5
GALVER	1
GALVER	1
GALVER	1.5
PICECH	1
PICECH	2
PICHIE	1.5
PLALAN	1
PLALAN	1
PLALAN	1.5
PLALAN	1
PLALAN	0.5
PLALAN	1
POAANG	1
POAANG	1
POAANG	1.5
POAANG	2
POAANG	1.5
POAANG	0.5
POAPRA	1
TRIPRA	1
TRIPRA	1
TRIPRA	2
TRIPRA	0.5
TRIPRA	1.5
TRIPRA	1
TRIPRA	2
TRIPRA	0.5
ARRELA	1
ARRELA	1
ARRELA	1
ARRELA	1
BROERE	1
BROERE	1
BROERE	2
BROERE	1
BROERE	2
BROERE	2
BROERE	1
BROERE	1.5
BROMOL	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DAUCAR	2
DAUCAR	2
DAUCAR	1
DAUCAR	3
ERYNGE	1
ERYNGE	2
ERYNGE	2
ERYNGE	1
GALVER	1.5
GALVER	1.5
GALVER	3
GALVER	2
GALVER	1.5
GALVER	2
GALVER	2
LEUVUL	1
PLALAN	1
PLALAN	2
PLALAN	3
PLALAN	1
PLALAN	1.5
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
RUMACE	1
SALPRA	5
SALPRA	2.5
SALPRA	1.5
SALPRA	1.5
SALPRA	3
TRIPRA	3
TRIPRA	2
TRIPRA	1
TRIPRA	1
TRIPRA	0.5
TRIPRA	3
TRIPRA	2
ARRELA	1.5
ARRELA	2
ARRELA	1
ARRELA	1
BROERE	3.5
BROERE	4
BROERE	3
BROERE	1
BROERE	1
BROERE	3
CENJAC	1
CENJAC	1
CONARV	1
CONARV	1
CONARV	1
CONARV	1
DACGLO	1.5
DACGLO	2
DAUCAR	0.5
DAUCAR	1
ERYNGE	1
FESRUB	0.5
FESRUB	3
FESRUB	3
FESRUB	3
GALVER	0.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	2
GALVER	1
LOLPER	1
LOLPER	1
LOLPER	1
LOLPER	1
PLALAN	1
PLALAN	0.5
POAANG	1
POAANG	1
POAANG	1
POAANG	2
POAANG	1
POAANG	0.5
POAANG	1.5
TRIPRA	1
TRIPRA	0.5
VERBOF	0.5
ACHMIL	1
ACHMIL	1
ACHMIL	1.5
ACHMIL	1
ACHMIL	1.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
ARRELA	3
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	1
BROERE	2
BROERE	1
BROERE	1.5
BROERE	2
BROERE	1
BROERE	2
CENJAC	1.5
CONARV	1
CONARV	1
DACGLO	1.5
DACGLO	1.5
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	1
DAUCAR	2.5
DAUCAR	1
ELYREP	1
ELYREP	1
ERYNGE	0.5
LEUVUL	1
PLALAN	2
PLALAN	2
PLALAN	2.5
PLALAN	2.5
PLALAN	1.5
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
RANACR	0.5
SALPRA	1
SALPRA	1
SALPRA	2
SALPRA	0.5
SONCHUS	1
SONCHUS	1
TAROFF	1
TRIPRA	1
TRIPRA	1.5
TRIPRA	1
TRIPRA	3
BROERE	1.5
BROERE	1
BROERE	4
BROERE	3.5
BROERE	5
BROERE	3
BROERE	0.5
BROERE	3
BROERE	5
CENJAC	1.5
CONARV	0.5
CONARV	1
CONARV	0.5
CONARV	0.5
CRESp	0.5
DACGLO	1
DACGLO	1.5
DACGLO	0.5
DACGLO	1
DACGLO	1.5
DACGLO	2
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	0.5
PICHIE	1.5
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	0.5
PLALAN	0.5
POAANG	1
POAANG	1
POAANG	1
POAANG	1
RUMACE	1
SALPRA	0.5
SALPRA	1
SALPRA	1
TRIPRA	1
TRIPRA	1.5
TRIPRA	0.5
ARRELA	0.5
BROERE	2
BROERE	2.5
BROERE	2
BROERE	2.5
BROERE	3
BROERE	4
BROERE	3.5
BROERE	3.5
BROERE	3.5
CENJAC	0.5
CENJAC	2
CRESp	0.5
DACGLO	1
DACGLO	0.5
DAUCAR	1
DAUCAR	1
ERYNGE	2.5
ERYNGE	2
ERYNGE	2.5
ERYNGE	0.5
ERYNGE	0.5
FESRUB	2
FESRUB	2
FESRUB	2
GALVER	1.5
GALVER	0.5
GALVER	1
LOTCOR	1
LOTCOR	0.5
LOTCOR	2
LOTCOR	2
PLALAN	1
PLALAN	0.5
POAANG	1.5
RUMACE	1
SONCHUS	0.5
TAROFF	1
TRIPRA	0.5
TRIPRA	2
TRIPRA	3
TRIPRA	2
TRIPRA	1
TRIPRA	1
TRIPRA	2
ARRELA	0.5
BROERE	1
BROERE	3
BROERE	4
BROERE	2
BROERE	3
BROERE	0.5
CENJAC	1.5
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	3
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	1
DAUCAR	1
DAUCAR	3
DAUCAR	2
ELYREP	1
ELYREP	1.5
ELYREP	2
ELYREP	1
GALVER	0.5
GALVER	1
GALVER	1.5
GALVER	1.5
GALVER	1.5
GALVER	2
GALVER	3
LEUVUL	1
LEUVUL	1
LEUVUL	1
PLALAN	2
PLALAN	0.5
POAANG	1
POAANG	1
POAANG	1
POAANG	2
POAANG	2
RUMACE	1
SALPRA	1
SALPRA	4
SALPRA	3
SALPRA	0.5
TAROFF	3
TAROFF	1
TAROFF	1
TAROFF	3
TRIPRA	2
TRIPRA	3
ACHMIL	1.5
ARRELA	3
ARRELA	1
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	1
BROERE	1.5
BROERE	1
BROERE	2
CONARV	1.5
CONARV	1
CONARV	1
CONARV	1
CONARV	1
CONARV	1
CONARV	1
CONARV	1
DACGLO	2
DACGLO	1
DACGLO	2
DACGLO	1.5
DACGLO	1.5
DACGLO	2
DACGLO	2
DACGLO	2.5
DAUCAR	0.5
DAUCAR	1.5
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
ELYREP	1
ERYNGE	0.5
ERYNGE	2.5
ERYNGE	0.5
ERYNGE	2
ERYNGE	2
FESARU	2
PLALAN	3
PLALAN	2
PLALAN	1
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	0.5
POAPRA	1
POATRI	1
RANACR	0.5
RUMACE	2
SALPRA	0.5
SALPRA	1
SALPRA	1
SALPRA	2
SONCHUS	0.5
TRIPRA	1
ARRELA	1.5
ARRELA	2.5
ARRELA	3
ARRELA	2.5
ARRELA	1
ARRELA	2
BROERE	1
BROERE	1
BROERE	1.5
BROERE	1.5
BROERE	3
BROERE	4
BROERE	2.5
BROERE	3.5
BROERE	2.5
CONARV	1
CONARV	1
CRESp	0.5
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	3
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	1.5
ERYNGE	1
ERYNGE	1
ERYNGE	1
ERYNGE	0.5
ERYNGE	0.5
ERYNGE	2.5
ERYNGE	1
LOTCOR	1.5
LOTCOR	1
LOTCOR	1
LOTCOR	2
LOTCOR	2
LOTCOR	1
PLALAN	1
PLALAN	0.5
PLALAN	2
PLALAN	1
POAPoilu	1
POAPoilu	1.5
POAPRA	1
SONCHUS	1
TAROFF	0.5
TAROFF	0.5
VERBOF	0.5
ARRELA	1
ARRELA	2
ARRELA	3
ARRELA	1
BROERE	3
BROERE	3
BROERE	2
BROERE	3
BROERE	3
BROERE	2.5
BROERE	4
BROMOL	1
CENJAC	1
CENJAC	1
CENJAC	0.5
CONARV	0.5
CONARV	1
CONARV	1
CONARV	1
CONARV	0.5
CRESp	1
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	1
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	1
DAUCAR	0.5
ERYNGE	1
GERROT	1
GERROT	1
GERROT	2
GERROT	1
LOLPER	1.5
LOLPER	1
PLALAN	0.5
PLALAN	1
POAPoilu	1
POAPoilu	0.5
POAPoilu	0.5
POAPoilu	1
POAPoilu	1
POAPoilu	1
POAPoilu	0.5
SALPRA	0.5
SONCHUS	0.5
SONCHUS	3
TRIPRA	0.5
TRIPRA	1
TRIPRA	0.5
TRIPRA	2
VERBOF	1
ARRELA	2
ARRELA	1.5
ARRELA	3
ARRELA	2
ARRELA	3
ARRELA	1
ARRELA	2
ARRELA	3
BROERE	1.5
BROERE	2
BROERE	2
BROERE	3
BROERE	2.5
BROERE	3
BROERE	2
BROERE	1
CENJAC	2
CENJAC	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DAUCAR	1
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
ELYREP	1
ERYNGE	1
LEUVUL	2
LEUVUL	1
LOLPER	0.5
PICHIE	3
POAANG	1.5
POAANG	1
POAANG	1
POAANG	1
RANACR	0.5
RANACR	1
RUMACE	0.5
SALPRA	0.5
SALPRA	0.5
SONCHUS	1
SONCHUS	0.5
SONCHUS	0.5
TAROFF	1
TAROFF	0.5
TAROFF	0.5
TAROFF	0.5
TRIPRA	1.5
TRIPRA	2.5
VERBOF	1.5
VERBOF	0.5
ARRELA	3
ARRELA	1
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	5
ARRELA	4
ARRELA	5
ARRELA	5
BROERE	2
BROERE	2
BROERE	3
BROMOL	1
CONARV	1
CONARV	1
CONARV	1
CONARV	2
CONARV	1
CONARV	1
CONARV	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	1
ELYREP	1
LOLPER	1
LOLPER	2
LOLPER	1
PLALAN	4
PLALAN	2
POAANG	1
POAANG	1
POAANG	1
POAANG	2
POASp	2
POASp	1
SALPRA	3
SALPRA	3
SALPRA	1
TRICAM	1
ARRELA	1
ARRELA	2
ARRELA	1
BROERE	2
BROERE	4
BROERE	1
BROERE	1
CENJAC	1
CONARV	0.5
CONARV	0.5
CRESp	2
CRESp	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	2
DACGLO	2.5
DAUCAR	0.5
DAUCAR	3
DAUCAR	1
DAUCAR	0.5
ELYREP	1
FESRUB	2
FESRUB	2
FESRUB	1.5
GALVER	0.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1.5
GERROT	0.5
LOLPER	1
LOLPER	1
LOLPER	1.5
LOTCOR	0.5
LOTCOR	1
LOTCOR	2.5
LOTCOR	1
LOTCOR	2
LOTCOR	2
PLALAN	0.5
PLALAN	1
PLALAN	0.5
PLALAN	2.5
PLALAN	1
POAANG	1
POAANG	1
POAANG	1.5
POAANG	1
PRUVUL	1
PRUVUL	1
RUMACE	1
TRIPRA	1
TRIPRA	2.5
TRIPRA	1.5
TRIPRA	1
VERBOF	1
VERBOF	0.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	1
ARRELA	2
ARRELA	0.5
BROERE	2
BROERE	1
BROERE	1
BROERE	1
BROERE	1
BROERE	2.5
CRESp	0.5
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	4
DAUCAR	1
ERYNGE	1
ERYNGE	2
FESRUB	2.5
FESRUB	2.5
FESRUB	3
FESRUB	3.5
FESRUB	2
FESRUB	3
FESRUB	3
FESRUB	2.5
FESRUB	3.5
PICHIE	0.5
PLALAN	1
PLALAN	3
PLALAN	1
PLALAN	1
POAANG	1
POAPoilu	1
RUMACE	1
SALPRA	2
SALPRA	0.5
TAROFF	1
TRIPRA	2
TRIPRA	1
VERBOF	2
ARRELA	1
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	3
BROERE	3
BROERE	4.5
BROERE	2
BROERE	2
BROERE	2
BROERE	3.5
BROERE	3
BROERE	4
BROERE	1
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	1
DACGLO	0.5
DACGLO	1
DACGLO	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	3
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
ERYNGE	1
FRAEXE	1
LOTCOR	1
LOTCOR	0.5
LOTCOR	2
LOTCOR	1.5
LOTCOR	2
LOTCOR	1
LOTCOR	1
PLALAN	0.5
PLALAN	2.5
POAANG	1
POAANG	1
POAANG	2
RUMACE	1
RUMACE	0.5
SALPRA	1
SALPRA	2
SALPRA	0.5
SALPRA	1
SONCHUS	0.5
TAROFF	0.5
TRIPRA	0.5
VERBOF	1.5
VERBOF	1
ARRELA	2.5
ARRELA	1.5
ARRELA	1
ARRELA	1
ARRELA	1.5
ARRELA	2
BROERE	4
BROERE	3
BROERE	1
BROERE	1.5
BROERE	1
BROERE	1.5
BROERE	1
CENJAC	1
CENJAC	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DAUCAR	0.5
DAUCAR	1
FESRUB	1
FESRUB	3.5
FESRUB	1.5
FESRUB	1
GALVER	1
GALVER	1.5
GALVER	2
GALVER	1
GALVER	2.5
GALVER	2
GALVER	1.5
LEUVUL	1
PICHIE	1
PICHIE	1
PICHIE	2.5
PICHIE	2
PICHIE	2
PICHIE	2
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	0.5
POAANG	1
POAANG	1.5
POAANG	1
SALPRA	1
SALPRA	0.5
SONCHUS	0.5
TAROFF	3
TAROFF	2
TAROFF	3.5
TRIPRA	1.5
TRIPRA	1
TRIPRA	1.5
ARRELA	2
ARRELA	1
ARRELA	3
ARRELA	1
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	3
BROERE	1
BROERE	2
BROERE	1.5
BROERE	1
CONARV	2
CONARV	1
CONARV	1.5
CONARV	2
CONARV	1
CONARV	1
CONARV	1
CONARV	1
DACGLO	1.5
DACGLO	5
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
DAUCAR	1
ERYNGE	1
ERYNGE	1
GERROT	1
LOLPER	2
LOTCOR	1
LOTCOR	3
LOTCOR	2
MALSYL	1
MEDAR	1
MEDAR	1
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	2
POAANG	1
POAPRA	1
POASp	1
POASp	1
PRIVUL	1
RANACR	1
SENJAC	1
SONCHUS	1
TAROFF	1
TRIPRA	1
TRIPRA	1
ARRELA	2
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	1
ARRELA	1
BROERE	2
BROERE	1
BROERE	2.5
BROMOL	1
CONARV	1
CONARV	1
CONARV	1
CONARV	2
CONARV	1
CONARV	1
CONARV	1
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	2
ERYNGE	2.5
LOTCOR	2
LOTCOR	2
LOTCOR	2
LOTCOR	3
LOTCOR	2
LOTCOR	1
LOTCOR	2
ONOREP	1
ONOREP	2
PLALAN	2
PLALAN	3
PLALAN	1
PLALAN	1.5
PLALAN	3
PLALAN	2
POAANG	1
POAANG	1
POAANG	1.5
POAANG	1
POAANG	1
POAANG	1.5
POAPRA	1
POATRI	1
SONCHUS	1
SONCHUS	1
ARRELA	1
ARRELA	1
ARRELA	2.5
ARRELA	4.5
ARRELA	1.5
ARRELA	1.5
ARRELA	1.5
BROERE	2.5
BROERE	2
BROERE	2
BROERE	1
CONARV	1
CONARV	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	2.5
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	0.5
GALAPA	2
GALAPA	1
GALAPA	5
GALAPA	4
GALAPA	2.5
GERROT	0.5
PICHIE	0.5
PICHIE	3
PICHIE	1.5
PLALAN	2.5
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	3
PLALAN	1
PLALAN	1.5
RUMACE	1
RUMACE	1.5
RUMACE	1
RUMACE	2
SALPRA	1.5
SALPRA	1.5
SALPRA	1
SALPRA	1
TRIPRA	1
TRIPRA	1.5
TRIPRA	1
TRIPRA	1
TRIPRA	2.5
TRIPRA	2
ARRELA	1.5
ARRELA	1
ARRELA	1
BROERE	1
BROERE	3.5
BROERE	3.5
BROERE	5
BROERE	4
BROERE	3
BROERE	3
BROERE	2
BROERE	2
CRESp	0.5
CRESp	1
DACGLO	1.5
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	2
DAUCAR	1
DAUCAR	1
DAUCAR	2
DAUCAR	1
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
ERYNGE	0.5
ERYNGE	1
ERYNGE	0.5
ERYNGE	1
ERYNGE	1
LEUVUL	0.5
LOTCOR	0.5
LOTCOR	1.5
LOTCOR	1
PLALAN	0.5
PLALAN	1
PLALAN	1
POAANG	1
POAANG	0.5
POAANG	1.5
POAANG	1
POAANG	1
POAANG	1
RANACR	0.5
RUMACE	0.5
SONCHUS	0.5
SONCHUS	1
TRIPRA	0.5
VERBOF	1
ARRELA	1
ARRELA	1
ARRELA	1
BROERE	3
BROERE	3
BROERE	3
BROERE	3
BROERE	2.5
BROERE	2
BROERE	2
BROERE	3
BROERE	3.5
CENJAC	0.5
CENJAC	0.5
CENJAC	2.5
CONARV	1
DACGLO	1
DACGLO	1
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	1.5
DAUCAR	1
ERYNGE	0.5
ERYNGE	1
FESRUB	1.5
FESRUB	2
FESRUB	1
FESRUB	2.5
FESRUB	0.5
GALVER	1.5
GALVER	0.5
GALVER	2
GALVER	0.5
GALVER	2
GALVER	0.5
GALVER	2.5
LOTCOR	0.5
ONOREP	0.5
PLALAN	1
PLALAN	2.5
PLALAN	2
PLALAN	1
POAANG	0.5
POAANG	0.5
POAANG	1
POAANG	0.5
POAANG	1
POAANG	1
POAANG	0.5
POAANG	0.5
SALPRA	0.5
SONCHUS	1.5
TAROFF	0.5
TRIPRA	0.5
TRIPRA	2
TRIPRA	2
ACHMIL	0.5
ACHMIL	0.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
BROERE	5
BROERE	5
BROERE	5
BROERE	5
BROERE	5
BROERE	4
BROERE	3
BROERE	2.5
BROERE	2
CENJAC	1
DACGLO	1
DAUCAR	2
ERYNGE	1.5
ERYNGE	0.5
ERYNGE	0.5
ERYNGE	0.5
ERYNGE	1
ERYNGE	0.5
ERYNGE	2
GALVER	1.5
GALVER	0.5
GALVER	0.5
GALVER	1
GALVER	2
GALVER	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1.5
PLALAN	3
POAANG	1
POAANG	1
POAANG	1
SALPRA	2
SALPRA	1
SALPRA	2.5
SALPRA	1
TRIPRA	0.5
TRIPRA	1
TRIPRA	1
TRIPRA	2
TRIPRA	1
TRIPRA	1
TRIPRA	1
ARRELA	2
BROERE	4
BROERE	3
BROERE	4
BROERE	4
BROERE	2
BROERE	3
BROERE	2
BROERE	2
BROERE	2
CENJAC	1.5
CENJAC	2
CENJAC	2
DACGLO	1
DACGLO	0.5
DACGLO	0.5
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	1
DAUCAR	2
ELYREP	1
ELYREP	1
ELYREP	1
ELYREP	1
ELYREP	1
FRAEXE	1
FRAEXE	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	1
ONOREP	1
ONOREP	1
ONOREP	1
ONOREP	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	2
PLAMAJ	2
PLAMAJ	2
PLAMAJ	3
POAANG	1
POAANG	1
