"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"
1	3	"ARRELA_LEUVUL_ONOREP"	NA	NA	NA
1	3	"ARRELA_LEUVUL_POATRI"	0	149.372942817327	NA
1	3	"ARRELA_LEUVUL_PICECH"	NA	NA	NA
1	3	"ARRELA_LEUVUL_GERDIS"	NA	NA	NA
1	3	"ARRELA_LEUVUL_TRIFLA"	NA	NA	NA
1	3	"ARRELA_LEUVUL_VERPER"	NA	NA	NA
1	3	"ARRELA_LEUVUL_ANTODO"	NA	NA	NA
1	3	"ARRELA_TAROFF_RANACR"	NA	NA	NA
1	3	"ARRELA_TAROFF_POAPRA"	NA	NA	NA
1	3	"ARRELA_TAROFF_POAANG"	NA	NA	NA
1	3	"ARRELA_TAROFF_SALPRA"	NA	NA	NA
1	3	"ARRELA_TAROFF_CENJAC"	NA	NA	NA
1	3	"ARRELA_TAROFF_FESARU"	NA	NA	NA
1	3	"ARRELA_TAROFF_RUMACE"	NA	NA	NA
1	3	"ARRELA_TAROFF_ERYNGE"	NA	NA	NA
1	3	"ARRELA_TAROFF_ACHMIL"	NA	NA	NA
1	3	"ARRELA_TAROFF_MEDARA"	NA	NA	NA
1	3	"ARRELA_TAROFF_FESRUB"	3.95012349911028	159.916588770163	0
1	3	"ARRELA_TAROFF_LOTCOR"	NA	NA	NA
1	3	"ARRELA_TAROFF_CREPIS"	NA	NA	NA
1	3	"ARRELA_TAROFF_ONOREP"	NA	NA	NA
1	3	"ARRELA_TAROFF_POATRI"	NA	NA	NA
1	3	"ARRELA_TAROFF_PICECH"	NA	NA	NA
1	3	"ARRELA_TAROFF_GERDIS"	NA	NA	NA
1	3	"ARRELA_TAROFF_TRIFLA"	NA	NA	NA
1	3	"ARRELA_TAROFF_VERPER"	NA	NA	NA
1	3	"ARRELA_TAROFF_ANTODO"	1.85219956813937	60.9744446416137	0
1	3	"ARRELA_RANACR_POAPRA"	NA	NA	NA
1	3	"ARRELA_RANACR_POAANG"	NA	NA	NA
1	3	"ARRELA_RANACR_SALPRA"	NA	NA	NA
1	3	"ARRELA_RANACR_CENJAC"	NA	NA	NA
