"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"	"cv"	"dominance"	"SKR"	"skewness"	"kurtosis"	"PNR"
1	3	"DAUCAR_MEDARA_POATRI"	3.01673499798266	115.889086655828	0	-2.1739260871008	NA	0.943504314651912	-2.75146710675058	8.02388618892898	-0.766235499512543
1	3	"DAUCAR_MEDARA_PICECH"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_MEDARA_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_MEDARA_TRIFLA"	0	89.7825431138464	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_MEDARA_VERPER"	0.766198794138378	58.3726415978729	0	-5.92031945508137	NA	0.858302928125571	-2.43033133253851	6.88161509458847	-0.216613868860012
1	3	"DAUCAR_MEDARA_ANTODO"	0.721619343113078	4.87952149271009	1	1.7860834510147	-1.77775492054884	0.971788595813155	2.73655408187322	7.70612896187645	NA
1	3	"DAUCAR_FESRUB_LOTCOR"	0.158437855712835	152.548183893138	0	-4.47747497895158	NA	-32.4449892699888	-1.16096852244064	-0.0415425598967528	-0.932623846144384
1	3	"DAUCAR_FESRUB_CREPIS"	2.00000005814837	150.668962518178	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_FESRUB_ONOREP"	0.0987579738300955	135.867947021575	0	-2.2999079179172	NA	0.912211488702755	-1.48140095073285	2.40574560177162	-0.769704998466409
1	3	"DAUCAR_FESRUB_POATRI"	0.535361486358303	144.364428616804	0	-1.28778127246434	NA	1.72960096697784	-1.12463925155598	0.731274710345714	-0.913556373643185
1	3	"DAUCAR_FESRUB_PICECH"	0.00891063185729777	145.16946569183	0	-1.22171549303351	NA	1.06317011436753	-1.64362039509913	2.54097436212539	-1.58402268333512
1	3	"DAUCAR_FESRUB_GERDIS"	0.000107508504456045	148.96565262431	0	-1.06559911938595	NA	1.88603770263208	-1.29568964848402	0.890126248720146	NA
1	3	"DAUCAR_FESRUB_TRIFLA"	0.00535155431460363	146.135459141902	0	-1.27176832202072	NA	1.02847126011884	-2.04470807597232	4.0650928013908	NA
1	3	"DAUCAR_FESRUB_VERPER"	0.127235196969712	154.579475196133	0	-1.31629769724658	NA	-18.766696205634	-1.00779000748549	-0.0541193126407985	-1.13453956918916
1	3	"DAUCAR_FESRUB_ANTODO"	0.151238098744606	125.117605685351	0	-6.49178247818502	NA	0.0783784715247298	0.184301158375805	0.433370494702059	-0.383641998893335
1	3	"DAUCAR_LOTCOR_CREPIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_LOTCOR_ONOREP"	1.52961763580298	64.7939280145141	0	1.16351591996362	0.683647524155765	0.957814513031166	-2.77512491793864	8.0405111902009	-0.367070841936338
1	3	"DAUCAR_LOTCOR_POATRI"	0.76068067587251	96.27488383734	0	3.29213987559921	0.850856056336274	0.891391044575479	-2.46189889704919	6.79942458046402	-0.321626056778824
1	3	"DAUCAR_LOTCOR_PICECH"	1.99999999999989	141.01278874456	1	-2.57265694015286	NA	0.977807694858063	-2.69606861008291	7.43375818015989	-1.39363759163639
1	3	"DAUCAR_LOTCOR_GERDIS"	4	116.685340013326	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_LOTCOR_TRIFLA"	0.0729543360371241	149.086299163877	0	3.4381938376237	1.23867075893734	0.967968421768247	-2.85418390744848	8.41594167158513	-0.803850677044067
1	3	"DAUCAR_LOTCOR_VERPER"	0.417459347490263	129.873915958527	0	-2.21531760998296	NA	0.973662739438318	-2.1822546876317	4.89105244433793	-1.1278445716021
1	3	"DAUCAR_LOTCOR_ANTODO"	1.11946442983763	78.6443861722344	0	1.65129746313005	0.273742451036692	0.264148265133746	-1.05577641396442	4.21984159433784	0.0268302832969296
1	3	"DAUCAR_CREPIS_ONOREP"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_POATRI"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_PICECH"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_VERPER"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_CREPIS_ANTODO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_ONOREP_POATRI"	0.242502461605756	39.6927464937329	0	1.86788118446231	-0.487436678281548	0.903697804807964	2.35859390143614	6.15578035300627	1.11916496878665
1	3	"DAUCAR_ONOREP_PICECH"	0.899292289112315	6.5636927020054	1	1.5003345394854	-0.516657727577053	4.44435736782842	1.45318147724887	0.475150000561506	NA
1	3	"DAUCAR_ONOREP_GERDIS"	1.78458995566628	72.4359286129725	0	2.19268619579056	NA	2.75866162185027	1.32213201777052	0.633652586663204	0.706581056425617
1	3	"DAUCAR_ONOREP_TRIFLA"	NA	52.5434318005121	0	1.93315362106527	NA	2.9069773635981	1.32559160703718	0.604474300574689	0.792474415408465
